frame_05.JPG	2531	1231	-0.102607	0.054605	23	22	18
frame_05.JPG	1269	1910	-0.0485733	0.0179619	15	13	14
frame_05.JPG	1949	835	-0.491088	0.094416	41	35	9
frame_05.JPG	1942	1166	0.0301893	0.0629319	85	78	49
frame_05.JPG	1943	1898	-0.315231	0.121133	38	32	32
frame_05.JPG	1941	1014	-0.329596	-0.120908	146	158	170
frame_05.JPG	1946	1404	-0.201424	0.124031	59	64	83
frame_05.JPG	1526	1408	0.00672545	0.0868719	145	144	152
frame_05.JPG	819	516	-0.257215	0.272868	126	108	98
frame_05.JPG	347	960	0.344244	0.0306976	53	50	57
frame_05.JPG	2296	985	-0.283345	0.0284008	21	22	16
frame_05.JPG	342	1588	-0.245178	0.214674	154	157	164
frame_05.JPG	811	1430	-0.286992	-0.136915	182	194	208
frame_05.JPG	812	2241	0.162825	0.0187311	225	229	230
frame_05.JPG	813	1770	0.0820202	-0.000848913	18	16	17
frame_05.JPG	348	668	-0.365387	-0.112847	159	173	186
frame_05.JPG	349	1653	0.0409095	-0.0116282	20	20	20
frame_05.JPG	817	1788	-0.246298	-0.0528142	112	112	110
frame_05.JPG	717	2217	0.120116	0.00957315	14	16	13
frame_05.JPG	1792	1573	0.0108072	0.113605	149	152	159
frame_05.JPG	2175	1185	-0.260171	0.0779536	97	93	64
frame_05.JPG	711	1835	0.127646	0.04047	63	55	52
frame_05.JPG	710	519	-0.160533	0.0656937	176	181	184
frame_05.JPG	1491	2212	-0.243105	-0.138986	176	186	198
frame_05.JPG	1493	1333	-0.205059	0.131952	157	160	167
frame_05.JPG	420	87	-0.378769	-0.0245722	26	23	16
frame_05.JPG	1995	1086	-0.0564099	0.0369299	26	25	23
frame_05.JPG	1700	2186	0.19465	-0.031115	0	3	5
frame_05.JPG	1701	2144	0.0430894	-0.0436631	30	25	22
frame_05.JPG	2070	2052	-0.403737	-0.0385586	40	35	29
frame_05.JPG	1704	1936	-0.269927	-0.15482	163	172	187
frame_05.JPG	1567	642	0.332187	0.279298	26	34	45
frame_05.JPG	1706	1458	-0.0271966	0.0755802	78	81	86
frame_05.JPG	2316	625	-0.255914	0.0422063	14	15	10
frame_05.JPG	2077	465	-0.334357	-0.0189315	10	15	11
frame_05.JPG	1063	1226	0.317631	0.0538792	34	30	19
frame_05.JPG	2315	2195	-0.185233	0.0506866	110	108	113
frame_05.JPG	2312	1152	0.206371	0.132827	145	147	159
